CODIGOENTIDAD,RUC_ENTIDAD,ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,FECHACONVOCATORIA,OBJETOCONTRACTUAL,PROCESO,CODIGOCONVOCATORIA,DESCRIPCION_PROCESO,NUMERO_ITEM,ITEMCONVOCA_DESCRIPCION,ITEMCONVOCA_UNIDADMEDIDA,SECTOR,TIPOENTIDADOEE,TIPOPROCESO,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,ESTADOITEMCONVOCA,ULTIMO,MONEDA,CAUSAL_EXOR_CONT_DIRECTA,MONTOREFERENCIAL,MONTOREFERENCIALSOLES,MONTOADJUDICADO,MONTOADJUDICADOSOLES,TIPOPROVEEDOR,RUCPROVEEDOR,PROVEEDOR,RUCDETALLEPROVEEDOR,DETALLEPROVEEDOR,URLFICHAPROCESO,RUBROS
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,27/03/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0865-1,607753,ADQUISICION DE ALIMENTOS PARA EL PERSONAL MILITAR QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO OBLIGATORIO DE LA 35a BRIGADA DE SELVA,1,ALIMENTOS PARA EL PERSONAL MILITAR QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO OBLIGATORIO DE LA 35a BRIGADA DE SELVA,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,62100.0,62100.0,62100.0,62100.0,Persona Juridica,20605808884,NEGOCIACIONES COMERCIALES DEL ORIENTE E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607753,OTROS ALIMENTOS
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,27/03/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0832-1,607754,ADQUISICION DE PAQUETE DE RACION DE ALIMENTOS ENVASADOS PARA CONSUMO DEL PEROSONAL MILTAR QUE PARTICIPA EN EL CONTROL COMO PARTE DE LA SITUACION DE EMERGENCIA,1,KIT DE ALIMENTOS PARA PERSONAL PARTICIPA EN CONTROL COVID 19,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,SAN BORJA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,367500.0,367500.0,367500.0,367500.0,Persona Juridica,20604357251,CORPORACION ALQA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607754,OTROS ALIMENTOS
200722,20556048861,POLICAA NACIONAL DEL PERA - DIRECCIAN EJECUTIVA ANTIDROGAS,LIMA,LIMA,LA VICTORIA,27/03/20,Bien,DIRECTA-PROC-5-2020-DIREJANDRO PNP-1,607761,"AdquisiciA3n de insumos (Alcohol en gel x 1 litro y jabA3n germicida  lAquido x 400 ml), para el personal que labora en la DIRANDRO PNP, a nivel nacional",1,"AdquisiciA?n de insumos (Alcohol en gel x 1 litro y jabA?n germicida  lA?quido x 400 ml), para el personal que labora en la DIRANDRO PNP, a nivel nacional",Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,LA VICTORIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,174520.0,174520.0,174520.0,174520.0,Persona Natural,15504259592,LLAQUE OTERO MARCO ANTONIO,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607761,PROD. ASEO Y LIMPIEZA
10047,20437274518,GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL DOCENTE LAS MERCEDES - CHICLAYO,LAMBAYEQUE,CHICLAYO,CHICLAYO,28/04/20,Bien,DIRECTA-PROC-1-2020-GR-HRDLMCH-1,607768,"ADQUISICIAN DE SEIS MIL (6,000) MANDILES DESCARTABLES PARA EL SERVICIO DE FARMACIA DEL HRDLM.CH",1,"ADQUISICION DE SEIS MIL (6,000) MANDILONES DESCARTABLES TALLA M Y L PARA EL SERVICIO DE FARMACIA",Unidad,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,LAMBAYEQUE,CHICLAYO,CHICLAYO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,84000.0,84000.0,84000.0,84000.0,Persona Juridica,20559797317,DISTRIBUIDORA GALUMA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607768,MATERIAL Y EQUIPO MEDICO
10153,20399728241,POLICAA NACIONAL DEL PERA - X REGIAN TERRITORIAL CUSCO,CUSCO,CUSCO,WANCHAQ,27/03/20,Bien,DIRECTA-PROC-5-2020-X-DIRTEPOL-CUSC-1,607769,"CONTRATACIAN DIRECTA NAdeg05-2020, POR LA CAUSAL DE SITUACIAN DE EMERGENCIA SANITARIA, PARA LA ADQUISICIAN DE MATERIAL DE BIOSEGURIDAD PARA EL PERSONAL PNP DE LA REGPOL CUSCO Y FRENTE POLICIAL CUSCO, CON EL FIN DE GARANTIZAR LO DISPUESTO POR EL D.S NAdeg044-2020-PCM, PARA LA PREVENCIAN DE LA PROPAGACIAN D",1,"CONTRATACIA?N DIRECTA NA?05-2020, POR LA CAUSAL DE SITUACION DE EMERGENCIA SANITARIA, PARA LA ADQUISICIA?N DE MATERIAL DE BIOSEGURIDAD PARA EL PERSONAL PNP DE LA REGPOL CUSCO Y FRENTE POLICIAL CUSCO, CON EL FIN DE GARANTIZAR LO DISPUESTO POR EL D.S NA?04",Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,CUSCO,CUSCO,WANCHAQ,Contratado,ULTIMO,Soles,SituaciA3n emergencia,98880.0,98880.0,98880.0,98880.0,Persona Juridica,20602330720,MULTISERVICIOS IDEADOS S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607769,MATERIAL Y EQUIPO MEDICO
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,27/03/20,Bien,DIRECTA-PROC-1-2020-EP/UO 0770-1,607772,ADQUISICION DE PAQUETE DE RACION DE ALIMENTOS ENVASADOS PARA CONSUMO DEL PEROSONAL MILTAR QUE PARTICIPA EN EL CONTROL COMO PARTE DE LA SITUACION DE EMERGENCIA PP 135,1,KIT DE ALIMENTOS PARA CONSUMO HUMANO,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,SAN BORJA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,512100.0,512100.0,512100.0,512100.0,Persona Natural,10425565864,CHUCHON PINEDA MARILYN KELLY,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607772,OTROS ALIMENTOS
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,2/4/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0802-1,607776,ADQUISICIAN DE SUMINISTROS DE KITS ALIMENTICIOS PARA EL PERSONAL MILITAR DE LA I DE QUE PARTICIPA EN EL PROCESO DE LA DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO SOCIAL OBLIGATORIO.,1,ADQUISICION DE SUMINISTRO DE KIT DE PRODUCTOS ALIMENTICIO PARA EL PERSONAL MILITAR QUE INTERVIENE EN LAS ACCIONES DE AISLAMIENTO SOCIAL OBLIGATORIO,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,PIURA,PIURA,PIURA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,494399.47,494399.47,494399.47,494399.47,Persona Natural,10002529900,BARBA NOLE MILTON CESAR,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607776,OTROS ALIMENTOS
319,20185897967,MUNICIPALIDAD DISTRITAL DE CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,23/04/20,Bien,DIRECTA-PROC-1-2020-MDC-1,607777,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID -19,1,"COMPRA DE ARROZ, AVENA, AZA?CAR Y SAL",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ABANCAY,CURAHUASI,Contratado,ULTIMO,Soles,SituaciA3n emergencia,90936.0,90936.0,90936.0,90936.0,Persona Natural,10803652622,JURO HUAAAC LUCILA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607777,CANASTA DE VIVERES
319,20185897967,MUNICIPALIDAD DISTRITAL DE CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,23/04/20,Bien,DIRECTA-PROC-1-2020-MDC-1,607777,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID -19,2,"COMPRA DE ACEITE, FIDEOS Y LENTEJA",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ABANCAY,CURAHUASI,Contratado,ULTIMO,Soles,SituaciA3n emergencia,64100.7,64100.7,64100.7,64100.7,Persona Juridica,20602777279,POTREROO S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607777,CANASTA DE VIVERES
319,20185897967,MUNICIPALIDAD DISTRITAL DE CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,23/04/20,Bien,DIRECTA-PROC-1-2020-MDC-1,607777,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID -19,3,"COMPRA DE FILETE DE ATUN, HARINA, FOSFORO Y ENVASES",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ABANCAY,CURAHUASI,Contratado,ULTIMO,Soles,SituaciA3n emergencia,44955.3,44955.3,44955.3,44955.3,Persona Natural,10733035507,TICA MOLINA LISBETH CARLA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607777,CANASTA DE VIVERES
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,4/4/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0848-1,607778,ADQUISICIAN DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA 5Aa BRIGADA DE MONTAAA QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO SOCIAL,1,ADQUISICIA?N DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA 5A? BRIGADA DE MONTAA?A QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO SOCIAL,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,CUSCO,CUSCO,CUSCO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,348300.0,348300.0,348300.0,348300.0,Persona Juridica,20491221446,CONSORCIO ORION CUSCO S.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607778,OTROS ALIMENTOS
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,2/4/20,Bien,DIRECTA-PROC-1-2020-EP/UO 0875-1,607779,ADQUISICIAN DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA 33 BRIGADA DE INFANTERAA QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO SOCIAL,1,ADQUISICIA?N DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA 33A? BRIGADA DE INFANTERIA QUE CONFORMAN LAS PATRULLAS POR DECLARATORIA DE EMERGENCIA NACIONAL Y AISLAMIENTO SOCIAL,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,CUSCO,LA CONVENCION,SANTA ANA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,105300.0,105300.0,105300.0,105300.0,Persona Juridica,20601592020,CORPORACION MAVALU E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607779,OTROS ALIMENTOS
1693,20191716397,MUNICIPALIDAD DISTRITAL DE ZEPITA,PUNO,CHUCUITO,ZEPITA,21/04/20,Bien,DIRECTA-PROC-1-2020-MDZ/OEC-1,607780,CONTRATACION DE INSUMOS PARA CANASTA,5,ADQUISICION DE INSUMOS PARA CANASTA BASICA FAMILIAR POR DU 033-2020,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,CHUCUITO,ZEPITA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,199968.8,199968.8,199968.8,199968.8,Persona Juridica,20448728464,AGRO ANDINA DEL PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607780,CANASTA DE VIVERES
202686,20601110670,POLICAA NACIONAL DEL PERA - FRENTE PUNO,PUNO,PUNO,PUNO,30/03/20,Bien,DIRECTA-PROC-1-2020-UE-FRENPOL-PUNO-1,607781,ADQUISICION DE BIENES Y MATERIALES PARA LA PREVENCION Y MITIGACION CONTRA EL COVID 19,1,MASCARILLA DESECHABLE,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Juridica,20545290589,SANTIMOR INVERSIONES EIRL,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607781,MATERIAL Y EQUIPO MEDICO
202686,20601110670,POLICAA NACIONAL DEL PERA - FRENTE PUNO,PUNO,PUNO,PUNO,30/03/20,Bien,DIRECTA-PROC-1-2020-UE-FRENPOL-PUNO-1,607781,ADQUISICION DE BIENES Y MATERIALES PARA LA PREVENCION Y MITIGACION CONTRA EL COVID 19,2,ALCOHOL EN SPRAY,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,168000.0,168000.0,168000.0,168000.0,Persona Natural,10098844207,SOLANO SOSA MARTIN ERNESTO,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607781,PROD. ASEO Y LIMPIEZA
202686,20601110670,POLICAA NACIONAL DEL PERA - FRENTE PUNO,PUNO,PUNO,PUNO,30/03/20,Bien,DIRECTA-PROC-1-2020-UE-FRENPOL-PUNO-1,607781,ADQUISICION DE BIENES Y MATERIALES PARA LA PREVENCION Y MITIGACION CONTRA EL COVID 19,3,GUANTES DESECHABLES,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,53000.0,53000.0,53000.0,53000.0,Persona Juridica,20392983504,COMERCIALIZADORA MARGAGU E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607781,PROD. ASEO Y LIMPIEZA
202686,20601110670,POLICAA NACIONAL DEL PERA - FRENTE PUNO,PUNO,PUNO,PUNO,30/03/20,Bien,DIRECTA-PROC-1-2020-UE-FRENPOL-PUNO-1,607781,ADQUISICION DE BIENES Y MATERIALES PARA LA PREVENCION Y MITIGACION CONTRA EL COVID 19,4,GEL ANTIBACTERIAL,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,56000.0,56000.0,56000.0,56000.0,Persona Juridica,20454064403,ESTRATEGIA VISUAL E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607781,PROD. ASEO Y LIMPIEZA
202686,20601110670,POLICAA NACIONAL DEL PERA - FRENTE PUNO,PUNO,PUNO,PUNO,30/03/20,Bien,DIRECTA-PROC-1-2020-UE-FRENPOL-PUNO-1,607781,ADQUISICION DE BIENES Y MATERIALES PARA LA PREVENCION Y MITIGACION CONTRA EL COVID 19,5,MASCARILLAS,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Natural,10712391010,CAMPOS DE LA CRUZ IRIS DEL CARMEN,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607781,MATERIAL Y EQUIPO MEDICO
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,1/4/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0828-1,607785,AdquisiciA3n de artAculos de alimentaciA3n del personal militar que conforma las patrullas por la Emergencia Nacional y aislamiento obligatorio por COVID-19.,1,KIT DE REFRIGERIO,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,SAN MARTIN,SAN MARTIN,MORALES,Contratado,ULTIMO,Soles,SituaciA3n emergencia,530700.0,530700.0,530700.0,530700.0,Persona Juridica,20542315980,AZLO PRODUCCIONES SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607785,OTROS ALIMENTOS
10618,20205390546,GOBIERNO REGIONAL DE UCAYALI-HOSPITAL DE APOYO DE PUCALLPA,UCAYALI,CORONEL PORTILLO,CALLERIA,3/4/20,Bien,DIRECTA-PROC-1-2020-GRU-HRP-OEC-1,607789,ADQUISICION DE ACCESORIOS MEDICOS PARA PROTECCION Y BIOSEGURIDAD DEL PERSONAL POR PANDEMIA (COVID 19) POR MEDIDAS DE ESTADO DE EMERGENCIA SEGAN DECRETO DE URGENCIA NAdeg 026-2020-EF.,1,ADQUISICION DE ACCESORIOS MEDICOS PARA PROTECCION Y BIOSEGURIDAD DEL PERSONAL POR PANDEMIA (COVID 19) POR MEDIDAS DE ESTADO DE EMERGENCIA SEGA?N DECRETO DE URGENCIA NA? 026-2020-EF,Unidad,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,UCAYALI,CORONEL PORTILLO,CALLERIA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,218050.0,218050.0,218050.0,218050.0,Persona Natural,10224878805,TREJO LUGO YUDY INES,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607789,MATERIAL Y EQUIPO MEDICO
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,31/03/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0824-1,607800,ADQUISICIAN DE COMPLEMENTO ALIMENTICIO PARA PERSONAL MILITAR QUE PARTICIPA EN EMERGENCIA SANITARIA POR COVID 19.,1,ADQUISICIA?N DE PAQUETE DE REFRIGERIO PARA PERSONAL MILITAR QUE PARTICIPA EN EMERGENCIA SANITARIA POR COVID 19.,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,SAN BORJA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,571500.0,571500.0,571500.0,571500.0,Persona Juridica,20476699101,THAYA SRL.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607800,OTROS ALIMENTOS
200825,20556118079,POLICAA NACIONAL DEL PERA - DIRECCIAN EJECUTIVA DE INVESTIGACIAN CRIMINAL Y APOYO A LA JUSTICIA,LIMA,LIMA,LIMA,31/03/20,Bien,DIRECTA-PROC-4-2020-DIREICAJ-PNP-1,607804,ADQUISICIAN DE MASCARILLAS PARA LAS DIFERENTES DIRECCIONES PERTENECIENTES A LA U.E:026-DIREICAJ PNP,1,ADQUISICIA?N DE MASCARILLAS PARA LAS DIFERENTES DIRECCIONES PERTENECIENTES A LA U.E:026 A? DIREICAJ PNP,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,LIMA,LIMA,LIMA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,90000.0,90000.0,90000.0,90000.0,Persona Natural,10737137282,ESQUIVEL TINOCO JESSICA LISSETH,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607804,MATERIAL Y EQUIPO MEDICO
1532,20162310888,MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,MADRE DE DIOS,MANU,MADRE DE DIOS,21/04/20,Bien,DIRECTA-PROC-1-2020-MDMDD-1,607809,DECRETO DE URGENCIA NAo 033-2020 (ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD),1,DECRETO DE URGENCIA NA? 033-2020 (ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD),Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,MADRE DE DIOS,MANU,MADRE DE DIOS,Contratado,ULTIMO,Soles,SituaciA3n emergencia,49975.72,49975.72,49975.72,49975.72,Persona Natural,10446330042,HUAMAN VILLA ROSMERY,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607809,CANASTA DE VIVERES
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,31/03/20,Bien,DIRECTA-PROC-2-2020-EP/UO 0826-1,607819,ADQUISICION DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA IV DE Y LA 2A BRIG INF EN APOYO AL ESTADO DE EMERGENCIA AF 2020,1,ADQUISICION DE ALIMENTOS PARA EL PERSONAL MILITAR DE LA IV DE Y LA 2A BRIG INF EN APOYO AL ESTADO DE EMERGENCIA AF 2020,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,AYACUCHO,HUAMANGA,ANDRAS AVELINO CACERES DORREGAY,Contratado,ULTIMO,Soles,SituaciA3n emergencia,452400.0,452400.0,452400.0,452400.0,Persona Juridica,20574634220,CORPORACION CASAVERDE - GRUPO CR S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607819,OTROS ALIMENTOS
10543,20171880891,GOBIERNO REGIONAL DE MOQUEGUA-SALUD,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,8/4/20,Bien,DIRECTA-PROC-2-2020-GERESA-1,607821,"CONTRATACIAN DE PAPEL TOALLA HOJA SIMPLE INTERFOLIADO BLANCO X 200 HOJAS, PARA ESTABLECIMIENTOS DE SALUD DE LA RED MOQUEGUA",1,CONTRATACION DE PAPEL TOALLA HOJA SIMPLE INTERFOLIADO BLANCO X 200 HOJAS PARA LOS ESTABLECIMIENTOS DE SALUD DE LA RED MOQUEGUA,Unidad,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,39760.0,39760.0,39760.0,39760.0,Persona Natural,10044289682,AVALOS COLANA ALFONSO JOSE,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607821,PROD. ASEO Y LIMPIEZA
203806,20601750369,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL PUNO,PUNO,SAN ROMAN,SAN MIGUEL,20/04/20,Bien,DIRECTA-PROC-1-2020-MDSM/OEC-1,607823,AdquisiciA3n de productos de primera necesidad de la canasta bA!sica familiar en el marco de la emergencia nacional por el covid -19,1,AdquisiciA?n de productos de primera necesidad de la canasta bA?sica familiar en el marco de la emergencia nacional por el covid -19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PUNO,SAN ROMAN,SAN MIGUEL,Contratado,ULTIMO,Soles,SituaciA3n emergencia,177336.43,177336.43,177336.43,177336.43,Persona Juridica,20600981723,"IMPORTACIONES Y EXPORTACIONES ""TRAVEC"" S.A.C.",,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607823,CANASTA DE VIVERES
10153,20399728241,POLICAA NACIONAL DEL PERA - X REGIAN TERRITORIAL CUSCO,CUSCO,CUSCO,WANCHAQ,31/03/20,Bien,DIRECTA-PROC-6-2020-X DIRTEPOL CUSCO-1,607824,ADQUISICIAN DE ALCOHOL EN GEL POR 380 ML,1,ADQUISICIA?N DE ALCOHOL EN GEL POR 380 ML,Unidad,INTERIOR,GOBIERNO NACIONAL,ContrataciA3n Directa,CUSCO,CUSCO,WANCHAQ,Contratado,ULTIMO,Soles,SituaciA3n emergencia,67500.0,67500.0,67500.0,67500.0,Persona Natural,15383471106,ZARATE LOAYZA OTONIEL,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607824,PROD. ASEO Y LIMPIEZA
10247,20131369124,EJERCITO PERUANO,LIMA,LIMA,SAN BORJA,2/4/20,Bien,DIRECTA-PROC-3-2020-EP/UO 0846-1,607826,ADQUISICION DE DE ALIMENTO Y BEBIDAS PARA CONSUMO HUMANO POR SITUCION DE EMERGENCIA,1,kit de refrigerio,Unidad,DEFENSA,GOBIERNO NACIONAL,ContrataciA3n Directa,PUNO,PUNO,PUNO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,580500.0,580500.0,580500.0,580500.0,Persona Juridica,20532515956,COMPANY SANDOVAL E.I.R.L.  - COMSA E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=607826,OTROS ALIMENTOS
